Type,Manufacturer,Product Name,Loft,Club No,Rule Pre-2010,Rule Post-2010,Image Link
Wedge,Adams Golf,Puglielli 418 Tour,52,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/20081153.jpg
Wedge,Adams Golf,Puglielli 418 Tour,56,,Yes,ATR,https://www.usga.org/equipment/images/conf_clubs/20081153.jpg
Wedge,Adams Golf,Puglielli Black (Version 1),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100546.jpg
Wedge,Adams Golf,Puglielli Black (Version 1),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100546.jpg
Wedge,Adams Golf,Puglielli Black (Version 1),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100546.jpg
Wedge,Adams Golf,Puglielli Black (Version 1),64,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100546.jpg
Wedge,Adams Golf,Puglielli Black (Version 1),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100546.jpg
Wedge,Adams Golf,Puglielli Black (Version 1),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100546.jpg
Wedge,Adams Golf,Puglielli Black (Version 2),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120025.jpg
Wedge,Adams Golf,Puglielli Black (Version 2),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120025.jpg
Wedge,Adams Golf,Puglielli Black (Version 2),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120025.jpg
Wedge,Adams Golf,Tom Watson,52,GW,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20081205.jpg
Wedge,Adams Golf,Tom Watson,60,LW,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20081205.jpg
Wedge,Adams Golf,Tom Watson,56,SW,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20081205.jpg
Wedge,Advance Co Ltd,Alpha Xenon,56/10,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1444C.jpg
Wedge,Advance Co Ltd,Alpha Xenon,52/8,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1444C.jpg
Wedge,Advance Co Ltd,Alpha Xenon,60/8,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1444C.jpg
Wedge,Advance Co Ltd,Alpha Xenon,46,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1445B.jpg
Wedge,Advance Co Ltd,Alpha Xenon,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1445C.jpg
Wedge,Advance Co Ltd,Alpha Xenon,38,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1445B.jpg
Wedge,Advance Products GmbH (previously called K-Mat GmbH Golf Devision),Advance SMG 1 (Version 2),56/10,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2011-0491.jpg
Wedge,Advance Products GmbH (previously called K-Mat GmbH Golf Devision),Advance SMG 1 (Version 2),52/8,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2011-0491.jpg
Wedge,Advance Products GmbH (previously called K-Mat GmbH Golf Devision),Advance SMG 1 (Version 2),48/6,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2011-0491.jpg
Wedge,Advance Products GmbH (previously called K-Mat GmbH Golf Devision),Advance SMG 1 (Version 2),60/4,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2011-0491.jpg
Wedge,AGFA GOLF,WDG,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2024-0031.jpg
Wedge,AGFA GOLF,WDG,48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2024-0031.jpg
Wedge,AGFA GOLF,WDG,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2024-0031.jpg
Wedge,Akira Products Co Ltd,APW HB,58/14,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2009-0282c.jpg
Wedge,Akira Products Co Ltd,APW HB,52/10,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2009-0282a.jpg
Wedge,Akira Products Co Ltd,APW HB,56/12,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2009-0282b.jpg
Wedge,Akira Products Co Ltd,APW LB,52/8,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2009-0283a.jpg
Wedge,Akira Products Co Ltd,APW LB,54/8,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2009-0283b.jpg
Wedge,Akira Products Co Ltd,APW LB,56/8,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2009-0283c.jpg
Wedge,Akira Products Co Ltd,APW LB,58/8,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2009-0283d.jpg
Wedge,Akira Products Co Ltd,Prototype H-1,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0914.jpg
Wedge,Akira Products Co Ltd,Prototype H-1,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0914.jpg
Wedge,Akira Products Co Ltd,Prototype H-2,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0915.jpg
Wedge,Akira Products Co Ltd,Prototype H-2,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0915.jpg
Wedge,Akira Products Co Ltd,Prototype H-3,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0916.jpg
Wedge,Akira Products Co Ltd,Prototype H-3,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0916.jpg
Wedge,Akira Products Co Ltd,Prototype H-3,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0916.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV,50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0487.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0487.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0487.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV,48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0487.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0487.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0487.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV PVD (BLK),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0486.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV PVD (BLK),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0486.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV PVD (BLK),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0486.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV PVD (BLK),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0486.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV PVD (BLK),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0486.jpg
Wedge,Akira Products Co Ltd,Tour Wedge IV PVD (BLK),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0486.jpg
Wedge,Alien Golf,Alien Roswell,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210313.jpg
Wedge,Alien Golf,Alien Roswell,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210313.jpg
Wedge,Alien Golf,Alien Roswell (LH),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210314.jpg
Wedge,Alien Golf,Alien Roswell (Women's),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20220391.jpg
Wedge,Alpen Co Ltd,TIGORA,,S,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0323.jpg
Wedge,AM Golf Equipment,Gravity Balance,60/08,SW,No,No,https://www.usga.org/equipment/images/conf_clubs/R1996-0108.jpg
Wedge,ARGOLF,AR-F18,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190307.jpg
Wedge,ARGOLF,AR-F18,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190307.jpg
Wedge,ARGOLF,AR-F18,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190307.jpg
Wedge,ARGOLF,M18-V2,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/NoImage.jpg
Wedge,ARGOLF,M18-V2,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20240089.jpg
Wedge,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Wedge,Asahi Golf Co Ltd,Kenmochi,50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0684.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0684.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0684.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0684.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0684.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0684.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi KW-103,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2012-0274.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi KW-103,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2012-0274.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi KW-103,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2012-0274.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi KW-103,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2012-0274.jpg
Wedge,Asahi Golf Co Ltd,Kenmochi KW-103,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2012-0274.jpg
Wedge,Asahi Golf Co Ltd,TZW-998,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1268d.jpg
Wedge,Asahi Golf Co Ltd,TZW-998,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1268c.jpg
Wedge,Asahi Golf Co Ltd,TZW-998,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1268b.jpg
Wedge,Asahi Golf Co Ltd,TZW-998,48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1268a.jpg
Wedge,Avanti Corporation,GTSW,52,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2008-1026.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0827.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec,48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0827.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0827.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec,57,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0827.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0827.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec,50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0827.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec (Black Finish),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0828.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec (Black Finish),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0828.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec (Black Finish),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0828.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec (Black Finish),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0828.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec (Black Finish),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0828.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec (Black Finish),57,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0828.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec (Black Finish),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0828.jpg
Wedge,Axis Golf Co Ltd,Z1 Tour-Spec (Black Finish),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2017-0828.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Raw),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0325.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Raw),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0325.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Raw),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0325.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Raw),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0325.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Raw),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0325.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Raw),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0325.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Raw),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0325.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Satin),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0324.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Satin),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0324.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Satin),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0324.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Satin),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0324.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Satin),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0324.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Satin),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0324.jpg
Wedge,Axis Golf Co Ltd,Z5 TOURWEDGE (Satin),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2022-0324.jpg
Wedge,B.I.G. Stealex GmbH,KL 15 (LH),57,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2016-0118.jpg
Wedge,B.I.G. Stealex GmbH,KL 15 (LH),51,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2016-0118.jpg
Wedge,B.I.G. Stealex GmbH,XP16,L-10,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2016-0643.jpg
Wedge,B.I.G. Stealex GmbH,XP16,G-10,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2016-0643.jpg
Wedge,B.I.G. Stealex GmbH,XP16,S-12,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2016-0643.jpg
Wedge,B.I.G. Stealex GmbH,XP16,L-08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2016-0643.jpg
Wedge,B.I.G. Stealex GmbH,XP16,S-08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2016-0643.jpg
Wedge,Ben Hogan Company,Ben Hogan Apex,49,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20060607.jpg
Wedge,Ben Hogan Company,Ben Hogan Apex,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20060607.jpg
Wedge,Ben Hogan Company,Ben Hogan Apex,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20060607.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer,,SET,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190140.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer,,SET,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190140.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer,,SET,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190140.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer,,SET,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190140.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer,,SET,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190140.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer,,SET,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190140.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer,,SET,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190140.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer,,SET,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190140.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer Black,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190222.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer Black,48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190222.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer Black,50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190222.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer Black,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190222.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer Black,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190222.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer Black,62,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190222.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer Black,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190222.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer Black,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20190222.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210202.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II,50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210202.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210202.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II,48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210202.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210202.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210202.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II,62,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210202.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210202.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II (LH),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210203.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II (LH),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210203.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II (LH),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210203.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II TX Grind,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210204.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II TX Grind,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210204.jpg
Wedge,Ben Hogan Golf Equipment Co.,Equalizer II TX Grind,50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20210204.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,55,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,44,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160131.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,49,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,53,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,51,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,57,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,61,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,59,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,63,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,62,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160064.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,46,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160131.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,45,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160131.jpg
Wedge,Ben Hogan Golf Equipment Co.,TK - 15,47,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160131.jpg
Wedge,Benross Golf,Innovator,60,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2007-1251b.jpg
Wedge,Benross Golf,Innovator,54,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/R2007-1251a.jpg
Wedge,Benross Golf,Zip It,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2011-0194.jpg
Wedge,Benross Golf,Zip It (Version 2),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0250.jpg
Wedge,Benross Golf,Zip It (Version 2),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0250.jpg
Wedge,Benross Golf,Zip It (Version 2),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0250.jpg
Wedge,Benross Golf,Zip It (Version 2),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0250.jpg
Wedge,Benross Golf,Zip It (Version 2),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0250.jpg
Wedge,Best Tech Co Ltd,Gauge W10 B (Version 2),52/8,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2011-0495.jpg
Wedge,Best Tech Co Ltd,Gauge W10 B (Version 2),56/12,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2011-0495.jpg
Wedge,Best Tech Co Ltd,ID,48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2012-0476.jpg
Wedge,Best Tech Co Ltd,ID,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2012-0476.jpg
Wedge,Best Tech Co Ltd,ID,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2012-0476.jpg
Wedge,Best Tech Co Ltd,ID,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2012-0476.jpg
Wedge,Bettinardi Golf,Bettinardi High Helix Cut (Ver 2),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170453.jpg
Wedge,Bettinardi Golf,Bettinardi High Helix Cut (Ver 2),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170453.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Black),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200111.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Black),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200111.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Black),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200111.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Black),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200111.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Black),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200111.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Black),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200111.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Black),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200111.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Silver),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200110.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Silver),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200110.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Silver),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200110.jpg
Wedge,Bettinardi Golf,Bettinardi HLX 3.0 (Silver),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200110.jpg
